,Unnamed: 0,Subject,Trial Type,Run,Cued Composite,Uncued Composite,Cued Face,Cued Place,Uncued Face,Uncued Place,Memory Image,Category,Cued Side,Cued Category,Attention Reaction Time (s),Familiarity Reaction Time (s),Familiarity Rating,Attention Level,Cue Validity,Post Invalid Cue,Pre Invalid Cue,Attention Button,Rating History,Stimulus Onset,Stimulus End,Attention Probe,Trial
173,173,25.0,Memory,3.0,,,,,,,sunaefgzwiramypjvtd.jpg,,,,,1.577,2.0,Novel,,,,,,1555439653.9398232,1555439656.721296,,
176,176,25.0,Memory,3.0,,,,,,,00097931230fa.jpg,,,,,1.5930000000000002,2.0,Novel,,,,,,1555439665.778162,1555439668.530993,,
179,179,25.0,Memory,3.0,,,,,,,sunaenwuebvlpdmntju.jpg,,,,,1.993,2.0,Novel,,,,,,1555439677.68179,1555439680.63534,,
181,181,25.0,Memory,3.0,,,,,,,sunaedtgwjvvziytspa.jpg,,,,,2.7910000000000004,2.0,Novel,,,,,,1555439685.96789,1555439689.253561,,
186,186,25.0,Memory,3.0,,,,,,,00892960530fa.jpg,,,,,0.809,2.0,Novel,,,,,,1555439707.207884,1555439709.625409,,
187,187,25.0,Memory,3.0,,,,,,,00979960627fa.jpg,,,,,1.641,2.0,Novel,,,,,,1555439710.9091651,1555439713.705475,,
189,189,25.0,Memory,3.0,,,,,,,sunaajayojuslbbnneg.jpg,,,,,2.11,4.0,Novel,,,,,,1555439719.578292,1555439722.5788631,,
192,192,25.0,Memory,3.0,,,,,,,sunawotxrevnqvamsfp.jpg,,,,,2.226,2.0,Novel,,,,,,1555439731.433269,1555439734.379506,,
193,193,25.0,Memory,3.0,,,,,,,sunaafynehyrzpsoaml.jpg,,,,,1.61,2.0,Novel,,,,,,1555439735.668247,1555439738.404122,,
194,194,25.0,Memory,3.0,,,,,,,sunbdycacjfaujxitbw.jpg,,,,,1.21,1.0,Novel,,,,,,1555439739.685257,1555439742.4986029,,
195,195,25.0,Memory,3.0,,,,,,,00694941121fa.jpg,,,,,1.8940000000000001,1.0,Novel,,,,,,1555439743.7855241,1555439746.753651,,
196,196,25.0,Memory,3.0,,,,,,,00742941201fa.jpg,,,,,2.26,1.0,Novel,,,,,,1555439748.037121,1555439751.135095,,
198,198,25.0,Memory,3.0,,,,,,,sunagwswhkvnsmuszlz.jpg,,,,,1.841,2.0,Novel,,,,,,1555439756.640477,1555439759.520065,,
199,199,25.0,Memory,3.0,,,,,,,sunalntxqqadigcletd.jpg,,,,,2.077,2.0,Novel,,,,,,1555439760.792384,1555439763.780758,,
325,265,25.0,Memory,5.0,,,,,,,sunawksfbacycuhbrsc.jpg,,,,,2.059,1.0,Novel,,,,,,1555440400.417386,1555440402.953953,,
326,266,25.0,Memory,5.0,,,,,,,sunaafvitpexrpvumsa.jpg,,,,,2.477,2.0,Novel,,,,,,1555440404.2517939,1555440406.752,,
327,267,25.0,Memory,5.0,,,,,,,00836940307fa.jpg,,,,,1.3419999999999999,2.0,Novel,,,,,,1555440408.019908,1555440410.5831301,,
329,269,25.0,Memory,5.0,,,,,,,sunacwggadqsfpovdjv.jpg,,,,,2.475,2.0,Novel,,,,,,1555440415.62234,1555440418.493144,,
331,271,25.0,Memory,5.0,,,,,,,00082931230fa.jpg,,,,,1.392,1.0,Novel,,,,,,1555440423.791297,1555440425.8979368,,
332,272,25.0,Memory,5.0,,,,,,,sunbmaiocftdtvnzgap.jpg,,,,,2.392,1.0,Novel,,,,,,1555440427.1599789,1555440429.807106,,
334,274,25.0,Memory,5.0,,,,,,,sunadfndyrtqqiasoig.jpg,,,,,2.303,2.0,Novel,,,,,,1555440434.595531,1555440437.0153859,,
336,276,25.0,Memory,5.0,,,,,,,00589940928fa.jpg,,,,,0.96,3.0,Novel,,,,,,1555440441.61372,1555440443.878485,,
338,278,25.0,Memory,5.0,,,,,,,00960960627fa.jpg,,,,,1.9509999999999998,3.0,Novel,,,,,,1555440448.849926,1555440451.364506,,
339,279,25.0,Memory,5.0,,,,,,,sunaaelotvjgibjtjhs.jpg,,,,,1.3090000000000002,2.0,Novel,,,,,,1555440452.6505618,1555440455.2211962,,
340,280,25.0,Memory,5.0,,,,,,,00971960627fa.jpg,,,,,1.5590000000000002,3.0,Novel,,,,,,1555440456.5027,1555440458.981363,,
342,282,25.0,Memory,5.0,,,,,,,sunadqmjrhfjyuzyvdd.jpg,,,,,1.482,4.0,Novel,,,,,,1555440463.887227,1555440466.353109,,
343,283,25.0,Memory,5.0,,,,,,,00681941121fa.jpg,,,,,1.742,3.0,Novel,,,,,,1555440467.62203,1555440470.272548,,
344,284,25.0,Memory,5.0,,,,,,,sunacepzfrmtkiqonpy.jpg,,,,,0.6920000000000001,2.0,Novel,,,,,,1555440471.539488,1555440473.886918,,
345,285,25.0,Memory,5.0,,,,,,,00648941031fa.jpg,,,,,0.0,,Novel,,,,,,1555440475.157666,1555440477.825751,,
346,286,25.0,Memory,5.0,,,,,,,00543940519fa.jpg,,,,,0.9079999999999999,1.0,Novel,,,,,,1555440479.142683,1555440481.507358,,
347,287,25.0,Memory,5.0,,,,,,,sunainqelldeebvxtcz.jpg,,,,,1.494,1.0,Novel,,,,,,1555440482.777327,1555440485.0908198,,
348,288,25.0,Memory,5.0,,,,,,,00062931230fb.jpg,,,,,1.3259999999999998,1.0,Novel,,,,,,1555440486.3785439,1555440488.931262,,
353,293,25.0,Memory,5.0,,,,,,,00988960627fa.jpg,,,,,1.9269999999999998,1.0,Novel,,,,,,1555440504.567149,1555440507.1665142,,
354,294,25.0,Memory,5.0,,,,,,,sunbbegcweqnetpdlrh.jpg,,,,,1.393,1.0,Novel,,,,,,1555440508.4687731,1555440510.817719,,
365,215,12.0,Memory,4.0,,,,,,,sunacuatpqpqhyjhjqk.jpg,Place,,Place,,1.004,2.0,Full,,,,,,1553715598.887044,1553715600.872086,,
381,231,12.0,Memory,4.0,,,,,,,00571940928fa.jpg,Face,,Place,,0.053,1.0,Side,,,,,,1553715650.7716439,1553715652.754714,,
388,238,12.0,Memory,4.0,,,,,,,sunaapllqyqlykszopd.jpg,Place,,Place,,1.254,2.0,Category,,,,,,1553715673.428165,1553715675.412007,,
389,239,12.0,Memory,4.0,,,,,,,00140931230fb.jpg,Face,,Place,,0.0,,None,,,,,,1553715676.6790712,1553715678.663143,,
360,210,12.0,Memory,4.0,,,,,,,00306940422fa.jpg,,,,,1.37,1.0,Novel,,,,,,1553715582.598744,1553715584.651097,,
364,214,12.0,Memory,4.0,,,,,,,sunadfktsqjthoglcsm.jpg,,,,,1.436,3.0,Novel,,,,,,1553715595.6367712,1553715597.620717,,
368,218,12.0,Memory,4.0,,,,,,,00145931230fb.jpg,,,,,1.77,1.0,Novel,,,,,,1553715608.623395,1553715610.608644,,
369,219,12.0,Memory,4.0,,,,,,,sunaaheqzstzxuadglu.jpg,,,,,1.403,2.0,Novel,,,,,,1553715611.8583949,1553715613.8416288,,
370,220,12.0,Memory,4.0,,,,,,,suncnkvbhypnivcohyx.jpg,,,,,1.3530000000000002,1.0,Novel,,,,,,1553715615.0928462,1553715617.077043,,
371,221,12.0,Memory,4.0,,,,,,,sunaatjesvdupctftmn.jpg,,,,,1.271,1.0,Novel,,,,,,1553715618.327762,1553715620.3111641,,
373,223,12.0,Memory,4.0,,,,,,,00638941031fa.jpg,,,,,0.903,2.0,Novel,,,,,,1553715624.796158,1553715626.779375,,
375,225,12.0,Memory,4.0,,,,,,,00092931230fa.jpg,,,,,0.986,1.0,Novel,,,,,,1553715631.281567,1553715633.265541,,
377,227,12.0,Memory,4.0,,,,,,,sunaajqmsaavkmgbsth.jpg,,,,,1.403,4.0,Novel,,,,,,1553715637.7670472,1553715639.751869,,
383,233,12.0,Memory,4.0,,,,,,,sunabjzyxcjnmztdonj.jpg,,,,,1.254,4.0,Novel,,,,,,1553715657.257131,1553715659.240925,,
384,234,12.0,Memory,4.0,,,,,,,00264940128fb.jpg,,,,,1.22,3.0,Novel,,,,,,1553715660.491184,1553715662.474504,,
385,235,12.0,Memory,4.0,,,,,,,sunabueyoajufbkraki.jpg,,,,,1.304,2.0,Novel,,,,,,1553715663.725262,1553715665.708669,,
387,237,12.0,Memory,4.0,,,,,,,00786941205fa.jpg,,,,,2.005,2.0,Novel,,,,,,1553715670.193917,1553715672.17874,,
390,240,12.0,Memory,4.0,,,,,,,00101931230fb.jpg,,,,,1.82,3.0,Novel,,,,,,1553715679.914193,1553715681.898234,,
391,241,12.0,Memory,4.0,,,,,,,sunagmhildamktmqjss.jpg,,,,,1.1540000000000001,3.0,Novel,,,,,,1553715683.147547,1553715685.132477,,
392,242,12.0,Memory,4.0,,,,,,,sunaalhlvzmjmitybdn.jpg,,,,,0.887,1.0,Novel,,,,,,1553715686.382777,1553715688.366713,,
394,244,12.0,Memory,4.0,,,,,,,01000960627fa.jpg,,,,,1.32,2.0,Novel,,,,,,1553715692.851136,1553715694.83605,,
397,247,12.0,Memory,4.0,,,,,,,sunbvzmgrdvaakxusbu.jpg,,,,,1.719,2.0,Novel,,,,,,1553715702.554707,1553715704.538572,,
398,248,12.0,Memory,4.0,,,,,,,00124931230fa.jpg,,,,,1.32,1.0,Novel,,,,,,1553715705.789511,1553715707.772764,,
399,249,12.0,Memory,4.0,,,,,,,01010960627fa.jpg,,,,,1.188,4.0,Novel,,,,,,1553715709.022765,1553715711.0739481,,
89,19,4.0,Memory,0.0,,,,,,,sunaavchcbptaerhcfy.jpg,Place,,Face,,1.05,3.0,None,,,,,,1550787677.582254,1550787679.5651321,,
95,25,4.0,Memory,0.0,,,,,,,sunaeouogqolxvggaoq.jpg,Place,,Face,,1.347,2.0,Side,,,,,,1550787697.118331,1550787699.1005561,,
96,26,4.0,Memory,0.0,,,,,,,00943960627fa.jpg,Face,,Face,,1.349,2.0,Category,,,,,,1550787700.357215,1550787702.335364,,
99,29,4.0,Memory,0.0,,,,,,,00158931230fb.jpg,Face,,Face,,0.982,3.0,Category,,,,,,1550787710.0545108,1550787712.038947,,
107,37,4.0,Memory,0.0,,,,,,,sunarpsxqkduedrrzyi.jpg,Place,,Face,,1.9669999999999999,1.0,None,,,,,,1550787736.046941,1550787738.0347211,,
111,41,4.0,Memory,0.0,,,,,,,00745941205fa.jpg,Face,,Face,,1.232,1.0,Full,,,,,,1550787749.0505278,1550787751.034914,,
114,44,4.0,Memory,0.0,,,,,,,00090931230fa.jpg,Face,,Face,,1.6030000000000002,2.0,Full,,,,,,1550787758.803825,1550787760.788707,,
116,46,4.0,Memory,0.0,,,,,,,sunaahedjlmtqekgyvj.jpg,Place,,Face,,1.055,2.0,Side,,,,,,1550787765.310563,1550787767.292935,,
89,19,4.0,Memory,0.0,,,,,,,sunaavchcbptaerhcfy.jpg,Place,,Face,,1.05,3.0,None,,,,,,1550787677.582254,1550787679.5651321,,
95,25,4.0,Memory,0.0,,,,,,,sunaeouogqolxvggaoq.jpg,Place,,Face,,1.347,2.0,Side,,,,,,1550787697.118331,1550787699.1005561,,
96,26,4.0,Memory,0.0,,,,,,,00943960627fa.jpg,Face,,Face,,1.349,2.0,Category,,,,,,1550787700.357215,1550787702.335364,,
99,29,4.0,Memory,0.0,,,,,,,00158931230fb.jpg,Face,,Face,,0.982,3.0,Category,,,,,,1550787710.0545108,1550787712.038947,,
107,37,4.0,Memory,0.0,,,,,,,sunarpsxqkduedrrzyi.jpg,Place,,Face,,1.9669999999999999,1.0,None,,,,,,1550787736.046941,1550787738.0347211,,
111,41,4.0,Memory,0.0,,,,,,,00745941205fa.jpg,Face,,Face,,1.232,1.0,Full,,,,,,1550787749.0505278,1550787751.034914,,
114,44,4.0,Memory,0.0,,,,,,,00090931230fa.jpg,Face,,Face,,1.6030000000000002,2.0,Full,,,,,,1550787758.803825,1550787760.788707,,
116,46,4.0,Memory,0.0,,,,,,,sunaahedjlmtqekgyvj.jpg,Place,,Face,,1.055,2.0,Side,,,,,,1550787765.310563,1550787767.292935,,
89,19,4.0,Memory,0.0,,,,,,,sunaavchcbptaerhcfy.jpg,Place,,Face,,1.05,3.0,None,,,,,,1550787677.582254,1550787679.5651321,,
95,25,4.0,Memory,0.0,,,,,,,sunaeouogqolxvggaoq.jpg,Place,,Face,,1.347,2.0,Side,,,,,,1550787697.118331,1550787699.1005561,,
96,26,4.0,Memory,0.0,,,,,,,00943960627fa.jpg,Face,,Face,,1.349,2.0,Category,,,,,,1550787700.357215,1550787702.335364,,
99,29,4.0,Memory,0.0,,,,,,,00158931230fb.jpg,Face,,Face,,0.982,3.0,Category,,,,,,1550787710.0545108,1550787712.038947,,
107,37,4.0,Memory,0.0,,,,,,,sunarpsxqkduedrrzyi.jpg,Place,,Face,,1.9669999999999999,1.0,None,,,,,,1550787736.046941,1550787738.0347211,,
111,41,4.0,Memory,0.0,,,,,,,00745941205fa.jpg,Face,,Face,,1.232,1.0,Full,,,,,,1550787749.0505278,1550787751.034914,,
114,44,4.0,Memory,0.0,,,,,,,00090931230fa.jpg,Face,,Face,,1.6030000000000002,2.0,Full,,,,,,1550787758.803825,1550787760.788707,,
116,46,4.0,Memory,0.0,,,,,,,sunaahedjlmtqekgyvj.jpg,Place,,Face,,1.055,2.0,Side,,,,,,1550787765.310563,1550787767.292935,,
89,19,4.0,Memory,0.0,,,,,,,sunaavchcbptaerhcfy.jpg,Place,,Face,,1.05,3.0,None,,,,,,1550787677.582254,1550787679.5651321,,
95,25,4.0,Memory,0.0,,,,,,,sunaeouogqolxvggaoq.jpg,Place,,Face,,1.347,2.0,Side,,,,,,1550787697.118331,1550787699.1005561,,
96,26,4.0,Memory,0.0,,,,,,,00943960627fa.jpg,Face,,Face,,1.349,2.0,Category,,,,,,1550787700.357215,1550787702.335364,,
99,29,4.0,Memory,0.0,,,,,,,00158931230fb.jpg,Face,,Face,,0.982,3.0,Category,,,,,,1550787710.0545108,1550787712.038947,,
107,37,4.0,Memory,0.0,,,,,,,sunarpsxqkduedrrzyi.jpg,Place,,Face,,1.9669999999999999,1.0,None,,,,,,1550787736.046941,1550787738.0347211,,
111,41,4.0,Memory,0.0,,,,,,,00745941205fa.jpg,Face,,Face,,1.232,1.0,Full,,,,,,1550787749.0505278,1550787751.034914,,
114,44,4.0,Memory,0.0,,,,,,,00090931230fa.jpg,Face,,Face,,1.6030000000000002,2.0,Full,,,,,,1550787758.803825,1550787760.788707,,
116,46,4.0,Memory,0.0,,,,,,,sunaahedjlmtqekgyvj.jpg,Place,,Face,,1.055,2.0,Side,,,,,,1550787765.310563,1550787767.292935,,
122,62,4.0,Memory,1.0,,,,,,,sunaazzyhbvqjpmazjq.jpg,Place,,Face,,1.516,1.0,Side,,,,,,1550788034.376617,1550788036.344624,,
138,78,4.0,Memory,1.0,,,,,,,00631940928fa.jpg,Face,,Face,,1.9040000000000001,1.0,Category,,,,,,1550788086.015079,1550788088.04442,,
145,85,4.0,Memory,1.0,,,,,,,sunaiwduelojtwaqeyh.jpg,Place,,Face,,0.0,,None,,,,,,1550788108.617524,1550788110.587781,,
146,86,4.0,Memory,1.0,,,,,,,00208940128fa.jpg,Face,,Face,,1.608,1.0,Full,,,,,,1550788111.835581,1550788113.822971,,
149,89,4.0,Memory,1.0,,,,,,,sunadbdqzigzwipuipr.jpg,Place,,Face,,1.535,1.0,None,,,,,,1550788121.509424,1550788123.491007,,
152,92,4.0,Memory,1.0,,,,,,,sunaapfaivxqoynnwwp.jpg,Place,,Face,,1.7590000000000001,2.0,None,,,,,,1550788131.329168,1550788133.342266,,
153,93,4.0,Memory,1.0,,,,,,,00785941205fa.jpg,Face,,Face,,1.058,1.0,Full,,,,,,1550788134.613994,1550788136.596441,,
154,94,4.0,Memory,1.0,,,,,,,sunaglqunwuycxydmyu.jpg,Place,,Face,,1.258,1.0,Side,,,,,,1550788137.948268,1550788139.994644,,
155,95,4.0,Memory,1.0,,,,,,,00138931230fa.jpg,Face,,Face,,0.9390000000000001,1.0,Category,,,,,,1550788141.248826,1550788143.21524,,
157,97,4.0,Memory,1.0,,,,,,,00854940307fa.jpg,Face,,Face,,0.905,1.0,Category,,,,,,1550788147.8001,1550788149.806553,,
122,62,4.0,Memory,1.0,,,,,,,sunaazzyhbvqjpmazjq.jpg,Place,,Face,,1.516,1.0,Side,,,,,,1550788034.376617,1550788036.344624,,
138,78,4.0,Memory,1.0,,,,,,,00631940928fa.jpg,Face,,Face,,1.9040000000000001,1.0,Category,,,,,,1550788086.015079,1550788088.04442,,
145,85,4.0,Memory,1.0,,,,,,,sunaiwduelojtwaqeyh.jpg,Place,,Face,,0.0,,None,,,,,,1550788108.617524,1550788110.587781,,
146,86,4.0,Memory,1.0,,,,,,,00208940128fa.jpg,Face,,Face,,1.608,1.0,Full,,,,,,1550788111.835581,1550788113.822971,,
149,89,4.0,Memory,1.0,,,,,,,sunadbdqzigzwipuipr.jpg,Place,,Face,,1.535,1.0,None,,,,,,1550788121.509424,1550788123.491007,,
152,92,4.0,Memory,1.0,,,,,,,sunaapfaivxqoynnwwp.jpg,Place,,Face,,1.7590000000000001,2.0,None,,,,,,1550788131.329168,1550788133.342266,,
153,93,4.0,Memory,1.0,,,,,,,00785941205fa.jpg,Face,,Face,,1.058,1.0,Full,,,,,,1550788134.613994,1550788136.596441,,
154,94,4.0,Memory,1.0,,,,,,,sunaglqunwuycxydmyu.jpg,Place,,Face,,1.258,1.0,Side,,,,,,1550788137.948268,1550788139.994644,,
155,95,4.0,Memory,1.0,,,,,,,00138931230fa.jpg,Face,,Face,,0.9390000000000001,1.0,Category,,,,,,1550788141.248826,1550788143.21524,,
157,97,4.0,Memory,1.0,,,,,,,00854940307fa.jpg,Face,,Face,,0.905,1.0,Category,,,,,,1550788147.8001,1550788149.806553,,
122,62,4.0,Memory,1.0,,,,,,,sunaazzyhbvqjpmazjq.jpg,Place,,Face,,1.516,1.0,Side,,,,,,1550788034.376617,1550788036.344624,,
138,78,4.0,Memory,1.0,,,,,,,00631940928fa.jpg,Face,,Face,,1.9040000000000001,1.0,Category,,,,,,1550788086.015079,1550788088.04442,,
145,85,4.0,Memory,1.0,,,,,,,sunaiwduelojtwaqeyh.jpg,Place,,Face,,0.0,,None,,,,,,1550788108.617524,1550788110.587781,,
146,86,4.0,Memory,1.0,,,,,,,00208940128fa.jpg,Face,,Face,,1.608,1.0,Full,,,,,,1550788111.835581,1550788113.822971,,
149,89,4.0,Memory,1.0,,,,,,,sunadbdqzigzwipuipr.jpg,Place,,Face,,1.535,1.0,None,,,,,,1550788121.509424,1550788123.491007,,
152,92,4.0,Memory,1.0,,,,,,,sunaapfaivxqoynnwwp.jpg,Place,,Face,,1.7590000000000001,2.0,None,,,,,,1550788131.329168,1550788133.342266,,
153,93,4.0,Memory,1.0,,,,,,,00785941205fa.jpg,Face,,Face,,1.058,1.0,Full,,,,,,1550788134.613994,1550788136.596441,,
154,94,4.0,Memory,1.0,,,,,,,sunaglqunwuycxydmyu.jpg,Place,,Face,,1.258,1.0,Side,,,,,,1550788137.948268,1550788139.994644,,
155,95,4.0,Memory,1.0,,,,,,,00138931230fa.jpg,Face,,Face,,0.9390000000000001,1.0,Category,,,,,,1550788141.248826,1550788143.21524,,
157,97,4.0,Memory,1.0,,,,,,,00854940307fa.jpg,Face,,Face,,0.905,1.0,Category,,,,,,1550788147.8001,1550788149.806553,,
122,62,4.0,Memory,1.0,,,,,,,sunaazzyhbvqjpmazjq.jpg,Place,,Face,,1.516,1.0,Side,,,,,,1550788034.376617,1550788036.344624,,
138,78,4.0,Memory,1.0,,,,,,,00631940928fa.jpg,Face,,Face,,1.9040000000000001,1.0,Category,,,,,,1550788086.015079,1550788088.04442,,
145,85,4.0,Memory,1.0,,,,,,,sunaiwduelojtwaqeyh.jpg,Place,,Face,,0.0,,None,,,,,,1550788108.617524,1550788110.587781,,
146,86,4.0,Memory,1.0,,,,,,,00208940128fa.jpg,Face,,Face,,1.608,1.0,Full,,,,,,1550788111.835581,1550788113.822971,,
149,89,4.0,Memory,1.0,,,,,,,sunadbdqzigzwipuipr.jpg,Place,,Face,,1.535,1.0,None,,,,,,1550788121.509424,1550788123.491007,,
152,92,4.0,Memory,1.0,,,,,,,sunaapfaivxqoynnwwp.jpg,Place,,Face,,1.7590000000000001,2.0,None,,,,,,1550788131.329168,1550788133.342266,,
153,93,4.0,Memory,1.0,,,,,,,00785941205fa.jpg,Face,,Face,,1.058,1.0,Full,,,,,,1550788134.613994,1550788136.596441,,
154,94,4.0,Memory,1.0,,,,,,,sunaglqunwuycxydmyu.jpg,Place,,Face,,1.258,1.0,Side,,,,,,1550788137.948268,1550788139.994644,,
155,95,4.0,Memory,1.0,,,,,,,00138931230fa.jpg,Face,,Face,,0.9390000000000001,1.0,Category,,,,,,1550788141.248826,1550788143.21524,,
157,97,4.0,Memory,1.0,,,,,,,00854940307fa.jpg,Face,,Face,,0.905,1.0,Category,,,,,,1550788147.8001,1550788149.806553,,
201,111,4.0,Memory,2.0,,,,,,,sunaauglwmctnkxyird.jpg,Place,,Place,,1.1079999999999999,4.0,Full,,,,,,1550788339.462755,1550788341.462156,,
227,137,4.0,Memory,2.0,,,,,,,00149931230fa.jpg,Face,,Place,,1.483,3.0,Side,,,,,,1550788425.007301,1550788427.054716,,
201,111,4.0,Memory,2.0,,,,,,,sunaauglwmctnkxyird.jpg,Place,,Place,,1.1079999999999999,4.0,Full,,,,,,1550788339.462755,1550788341.462156,,
227,137,4.0,Memory,2.0,,,,,,,00149931230fa.jpg,Face,,Place,,1.483,3.0,Side,,,,,,1550788425.007301,1550788427.054716,,
164,164,4.0,Memory,3.0,,,,,,,sunaafjszryxyavjzln.jpg,Place,,Place,,1.453,4.0,Full,,,,,,1550788682.242463,1550788684.141685,,
175,175,4.0,Memory,3.0,,,,,,,00080931230fb.jpg,Face,,Place,,1.399,2.0,Side,,,,,,1550788716.420438,1550788718.319299,,
181,181,4.0,Memory,3.0,,,,,,,00265940128fb.jpg,Face,,Place,,1.505,2.0,Side,,,,,,1550788735.088023,1550788736.993517,,
185,185,4.0,Memory,3.0,,,,,,,00609940928fa.jpg,Face,,Place,,1.382,1.0,None,,,,,,1550788747.5430741,1550788749.44382,,
195,195,4.0,Memory,3.0,,,,,,,sunabkmdplkdbvxriff.jpg,Place,,Place,,1.391,4.0,Full,,,,,,1550788778.5893788,1550788780.584728,,
196,196,4.0,Memory,3.0,,,,,,,sunacycdoztxoluxjyk.jpg,Place,,Place,,1.732,1.0,Category,,,,,,1550788781.787188,1550788783.6918788,,
164,164,4.0,Memory,3.0,,,,,,,sunaafjszryxyavjzln.jpg,Place,,Place,,1.453,4.0,Full,,,,,,1550788682.242463,1550788684.141685,,
175,175,4.0,Memory,3.0,,,,,,,00080931230fb.jpg,Face,,Place,,1.399,2.0,Side,,,,,,1550788716.420438,1550788718.319299,,
181,181,4.0,Memory,3.0,,,,,,,00265940128fb.jpg,Face,,Place,,1.505,2.0,Side,,,,,,1550788735.088023,1550788736.993517,,
185,185,4.0,Memory,3.0,,,,,,,00609940928fa.jpg,Face,,Place,,1.382,1.0,None,,,,,,1550788747.5430741,1550788749.44382,,
195,195,4.0,Memory,3.0,,,,,,,sunabkmdplkdbvxriff.jpg,Place,,Place,,1.391,4.0,Full,,,,,,1550788778.5893788,1550788780.584728,,
196,196,4.0,Memory,3.0,,,,,,,sunacycdoztxoluxjyk.jpg,Place,,Place,,1.732,1.0,Category,,,,,,1550788781.787188,1550788783.6918788,,
164,164,4.0,Memory,3.0,,,,,,,sunaafjszryxyavjzln.jpg,Place,,Place,,1.453,4.0,Full,,,,,,1550788682.242463,1550788684.141685,,
175,175,4.0,Memory,3.0,,,,,,,00080931230fb.jpg,Face,,Place,,1.399,2.0,Side,,,,,,1550788716.420438,1550788718.319299,,
181,181,4.0,Memory,3.0,,,,,,,00265940128fb.jpg,Face,,Place,,1.505,2.0,Side,,,,,,1550788735.088023,1550788736.993517,,
185,185,4.0,Memory,3.0,,,,,,,00609940928fa.jpg,Face,,Place,,1.382,1.0,None,,,,,,1550788747.5430741,1550788749.44382,,
195,195,4.0,Memory,3.0,,,,,,,sunabkmdplkdbvxriff.jpg,Place,,Place,,1.391,4.0,Full,,,,,,1550788778.5893788,1550788780.584728,,
196,196,4.0,Memory,3.0,,,,,,,sunacycdoztxoluxjyk.jpg,Place,,Place,,1.732,1.0,Category,,,,,,1550788781.787188,1550788783.6918788,,
164,164,4.0,Memory,3.0,,,,,,,sunaafjszryxyavjzln.jpg,Place,,Place,,1.453,4.0,Full,,,,,,1550788682.242463,1550788684.141685,,
175,175,4.0,Memory,3.0,,,,,,,00080931230fb.jpg,Face,,Place,,1.399,2.0,Side,,,,,,1550788716.420438,1550788718.319299,,
181,181,4.0,Memory,3.0,,,,,,,00265940128fb.jpg,Face,,Place,,1.505,2.0,Side,,,,,,1550788735.088023,1550788736.993517,,
185,185,4.0,Memory,3.0,,,,,,,00609940928fa.jpg,Face,,Place,,1.382,1.0,None,,,,,,1550788747.5430741,1550788749.44382,,
195,195,4.0,Memory,3.0,,,,,,,sunabkmdplkdbvxriff.jpg,Place,,Place,,1.391,4.0,Full,,,,,,1550788778.5893788,1550788780.584728,,
196,196,4.0,Memory,3.0,,,,,,,sunacycdoztxoluxjyk.jpg,Place,,Place,,1.732,1.0,Category,,,,,,1550788781.787188,1550788783.6918788,,
164,164,4.0,Memory,3.0,,,,,,,sunaafjszryxyavjzln.jpg,Place,,Place,,1.453,4.0,Full,,,,,,1550788682.242463,1550788684.141685,,
175,175,4.0,Memory,3.0,,,,,,,00080931230fb.jpg,Face,,Place,,1.399,2.0,Side,,,,,,1550788716.420438,1550788718.319299,,
181,181,4.0,Memory,3.0,,,,,,,00265940128fb.jpg,Face,,Place,,1.505,2.0,Side,,,,,,1550788735.088023,1550788736.993517,,
185,185,4.0,Memory,3.0,,,,,,,00609940928fa.jpg,Face,,Place,,1.382,1.0,None,,,,,,1550788747.5430741,1550788749.44382,,
195,195,4.0,Memory,3.0,,,,,,,sunabkmdplkdbvxriff.jpg,Place,,Place,,1.391,4.0,Full,,,,,,1550788778.5893788,1550788780.584728,,
196,196,4.0,Memory,3.0,,,,,,,sunacycdoztxoluxjyk.jpg,Place,,Place,,1.732,1.0,Category,,,,,,1550788781.787188,1550788783.6918788,,
164,164,4.0,Memory,3.0,,,,,,,sunaafjszryxyavjzln.jpg,Place,,Place,,1.453,4.0,Full,,,,,,1550788682.242463,1550788684.141685,,
175,175,4.0,Memory,3.0,,,,,,,00080931230fb.jpg,Face,,Place,,1.399,2.0,Side,,,,,,1550788716.420438,1550788718.319299,,
181,181,4.0,Memory,3.0,,,,,,,00265940128fb.jpg,Face,,Place,,1.505,2.0,Side,,,,,,1550788735.088023,1550788736.993517,,
185,185,4.0,Memory,3.0,,,,,,,00609940928fa.jpg,Face,,Place,,1.382,1.0,None,,,,,,1550788747.5430741,1550788749.44382,,
195,195,4.0,Memory,3.0,,,,,,,sunabkmdplkdbvxriff.jpg,Place,,Place,,1.391,4.0,Full,,,,,,1550788778.5893788,1550788780.584728,,
196,196,4.0,Memory,3.0,,,,,,,sunacycdoztxoluxjyk.jpg,Place,,Place,,1.732,1.0,Category,,,,,,1550788781.787188,1550788783.6918788,,
360,210,4.0,Memory,4.0,,,,,,,00987960627fa.jpg,Face,,Face,,1.933,3.0,Category,,,,,,1550789061.548346,1550789063.579009,,
370,220,4.0,Memory,4.0,,,,,,,sunafkmnlytenlsywia.jpg,Place,,Face,,1.153,4.0,Side,,,,,,1550789093.9424279,1550789095.90677,,
378,228,4.0,Memory,4.0,,,,,,,00576941031fa.jpg,Face,,Face,,1.47,3.0,Full,,,,,,1550789119.679095,1550789121.650214,,
